Scenario,LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,ESS1,ESS2,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear1,Nuclear2,OCGT_1,OCGT_2,OCGT_3,SolarPV_1,SolarPV_2,WindFarm_1,WindFarm_2
sc01,01-03 10:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,78.30135700000073,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,31.49586,20.99724,246.272472,369.408708
sc01,01-03 11:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,79.91856000000108,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,41.907825,27.93855,228.378312,342.567468
sc01,01-03 12:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,90.53691500000072,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,45.951195,30.63413,211.868712,317.803068
sc01,01-03 13:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,31.581467000000863,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,46.519995,31.013330000000003,225.654552,338.48182800000006
sc01,01-03 14:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,11.25547900000068,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,43.987875,29.32525,245.061648,367.592472
sc01,01-03 15:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,70.48128000000042,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,37.35291,24.90194,258.62364,387.93546000000003
sc01,01-03 16:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,45.94172000000085,0.0,300.0,300.0,0.0,0.0,0.0,23.38152,15.58768,277.503264,416.254896
sc01,01-03 17:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,9.734504000000644,0.0,300.0,300.0,0.0,0.0,0.0,5.541450000000001,3.6943,314.456832,471.685248
sc01,01-03 18:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,5.211373000000408,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,344.226672,516.340008
sc01,01-03 19:00:00+01:00,0.0,400.0,400.0,256.9778350000007,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,353.02089600000005,529.531344
sc01,01-03 20:00:00+01:00,0.0,400.0,400.0,105.82793900000031,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,361.14804,541.7220600000002
sc01,01-03 21:00:00+01:00,0.0,400.0,400.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,372.869424,559.304136
sc01,01-03 22:00:00+01:00,0.0,400.0,351.2029310000008,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,367.26768,550.90152
sc01,01-03 23:00:00+01:00,0.0,400.0,203.59239100000048,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,366.537888,549.806832
sc01,01-04 00:00:00+01:00,0.0,400.0,102.61905300000029,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,372.199248,558.298872
sc01,01-04 01:00:00+01:00,0.0,400.0,66.65394700000016,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,360.736056,541.104084
sc01,01-04 02:00:00+01:00,0.0,400.0,12.779874999999773,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,364.968072,547.452108
sc01,01-04 03:00:00+01:00,0.0,400.0,18.909604000000524,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,366.21432,549.32148
sc01,01-04 04:00:00+01:00,0.0,400.0,88.57962399999997,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,375.881544,563.822316
sc01,01-04 05:00:00+01:00,0.0,400.0,297.6704830000002,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,371.38291200000003,557.074368
sc01,01-04 06:00:00+01:00,0.0,400.0,400.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,374.36328,561.5449200000002
sc01,01-04 07:00:00+01:00,0.0,400.0,400.0,154.81247000000042,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,366.332328,549.4984920000002
sc01,01-04 08:00:00+01:00,0.0,400.0,400.0,266.1237910000005,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.59367,0.39578,357.352128,536.028192
sc01,01-04 09:00:00+01:00,0.0,400.0,400.0,349.99829200000045,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,12.025740000000003,8.01716,337.212432,505.818648
sc01,01-04 10:00:00+01:00,0.0,400.0,400.0,391.56062900000023,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,30.16707,20.11138,310.626,465.939
sc01,01-04 11:00:00+01:00,0.0,400.0,400.0,399.48156700000004,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,40.713225,27.14215,288.010152,432.015228
sc01,01-04 12:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,3.658415999999831,0.0,0.0,300.0,300.0,0.0,0.0,0.0,45.217425,30.144950000000005,275.048856,412.573284
sc01,01-04 13:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,5.160252000000143,0.0,0.0,300.0,300.0,0.0,0.0,0.0,45.813375,30.54225,265.952448,398.92867200000006
sc01,01-04 14:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,2.518051000000354,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,43.37122500000001,28.91415,256.549752,384.824628
sc01,01-04 15:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,11.052521000000425,0.0,300.0,300.0,0.0,0.0,0.0,36.907185000000005,24.60479,245.905056,368.857584
sc01,01-04 16:00:00+01:00,42.51202000000098,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,23.264265,15.50951,233.09827200000004,349.647408
sc01,01-04 17:00:00+01:00,92.71369000000018,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,5.61933,3.74622,235.501272,353.251908
sc01,01-04 18:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,50.482387000000294,0.0,300.0,300.0,0.0,0.0,0.0,0.03717,0.0,264.080232,396.12034800000004
sc01,01-04 19:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,11.679313000000025,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,270.628416,405.942624
sc01,01-04 20:00:00+01:00,0.0,400.0,400.0,364.3086210000008,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,256.511736,384.76760400000006
sc01,01-04 21:00:00+01:00,0.0,400.0,400.0,312.7020150000004,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,226.03356,339.05034
sc01,01-04 22:00:00+01:00,0.0,400.0,400.0,246.33870700000048,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,192.283488,288.425232
sc01,01-04 23:00:00+01:00,0.0,400.0,400.0,214.7636439999998,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,144.08568,216.12852
sc01,01-05 00:00:00+01:00,0.0,400.0,400.0,219.63096999999988,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,108.751392,163.12708800000001
sc01,01-05 01:00:00+01:00,0.0,400.0,400.0,210.11311699999968,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,86.994288,130.49143200000003
sc01,01-05 02:00:00+01:00,0.0,400.0,400.0,183.6782400000001,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,80.928288,121.39243200000001
sc01,01-05 03:00:00+01:00,0.0,400.0,400.0,191.66431199999988,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,81.102096,121.65314400000001
sc01,01-05 04:00:00+01:00,0.0,400.0,400.0,287.03102200000006,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,76.791888,115.187832
sc01,01-05 05:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,48.517928999999846,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,73.0476,109.5714
sc01,01-05 06:00:00+01:00,9.72736299999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,85.74566400000002,128.618496
sc01,01-05 07:00:00+01:00,62.97514800000015,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,0.0,0.0,0.0,0.0,0.0,99.40212,149.10318
sc01,01-05 08:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,80.12893400000056,300.0,300.0,0.0,0.0,0.0,0.520365,0.34691000000000005,113.744808,170.617212
sc01,01-05 09:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,21.152842000000906,0.0,0.0,10.418475,6.94565,115.060608,172.590912
sc01,01-05 10:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,17.44965000000033,0.0,0.0,26.335545000000003,17.55703,106.14290400000002,159.214356
sc01,01-05 11:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,79.92767100000043,300.0,300.0,0.0,0.0,0.0,35.618745,23.74583,93.97771200000001,140.966568
sc01,01-05 12:00:00+01:00,84.48949099999992,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,0.0,0.0,0.0,39.994665,26.66311,87.103872,130.655808
sc01,01-05 13:00:00+01:00,38.551037000000285,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,0.0,0.0,0.0,41.348445,27.565630000000002,89.991072,134.986608
sc01,01-05 14:00:00+01:00,44.8705340000003,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,0.0,0.0,0.0,39.72024,26.48016,94.50770400000002,141.761556
sc01,01-05 15:00:00+01:00,117.88999599999983,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,0.0,0.0,0.0,34.19092500000001,22.79395,94.308336,141.462504
sc01,01-05 16:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,99.63349300000102,0.0,0.0,21.650940000000002,14.43396,95.628888,143.443332
sc01,01-05 17:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,132.28215800000055,0.0,0.0,5.187135,3.45809,100.89684,151.34526
sc01,01-05 18:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,84.98630800000075,300.0,300.0,0.0,0.0,0.0,0.0,0.0,116.464608,174.696912
sc01,01-05 19:00:00+01:00,59.18999000000002,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,126.45900000000002,189.6885
sc01,01-05 20:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,52.575166000000564,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,124.823016,187.234524
sc01,01-05 21:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,45.72209200000044,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,123.486696,185.230044
sc01,01-05 22:00:00+01:00,0.0,400.0,400.0,388.98208400000044,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,131.711112,197.566668
sc01,01-05 23:00:00+01:00,0.0,400.0,400.0,195.39834799999988,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,151.781688,227.672532
sc01,01-06 00:00:00+01:00,0.0,400.0,400.0,58.054822000000115,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,170.1828,255.2742
sc01,01-06 01:00:00+01:00,0.0,400.0,400.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,193.572072,290.358108
sc01,01-06 02:00:00+01:00,0.0,400.0,332.16723299999995,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,202.13244,303.19866
sc01,01-06 03:00:00+01:00,0.0,400.0,256.69397699999996,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,215.982216,323.973324
sc01,01-06 04:00:00+01:00,0.0,400.0,206.74588600000033,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,230.846544,346.269816
sc01,01-06 05:00:00+01:00,0.0,400.0,248.62524700000023,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,236.593584,354.890376
sc01,01-06 06:00:00+01:00,0.0,400.0,317.99862400000023,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,242.79264,364.18896
sc01,01-06 07:00:00+01:00,0.0,400.0,400.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,236.56608,354.84912
sc01,01-06 08:00:00+01:00,0.0,400.0,400.0,56.548818,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.5016750000000001,0.33445,238.121784,357.182676
sc01,01-06 09:00:00+01:00,0.0,400.0,400.0,160.59221600000018,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,7.620225,5.08015,227.5632,341.3448
sc01,01-06 10:00:00+01:00,0.0,400.0,400.0,301.9383580000008,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,20.220690000000005,13.48046,180.074664,270.111996
sc01,01-06 11:00:00+01:00,0.0,400.0,400.0,385.0811169999999,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,28.02396,18.68264,141.002064,211.503096
