Scenario,LoadLevel,CCGT_1,CCGT_2,CCGT_3,CCGT_4,CCGT_5,CCGT_6,CCGT_7,CCGT_8,Nuclear_1,Nuclear_2,OCGT_1
sc01,01-14 06:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.08356987184349986,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 07:00:00+01:00,0.07100000000000001,0.0284,0.035500000000000004,0.035500000000000004,0.1065,0.1065,0.09691408257349987,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 08:00:00+01:00,0.07100000000000001,0.0284,0.08875,0.035500000000000004,0.1065,0.1065,0.12425000000000001,0.07078156777863978,0.0,0.0,0.0
sc01,01-14 09:00:00+01:00,0.07100000000000001,0.0284,0.06529284310349996,0.035500000000000004,0.1065,0.1065,0.12425000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 10:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.10534106522499997,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 11:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.045909751194000106,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 12:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.0426,0.07267480107249984,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 13:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 14:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 15:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 16:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.05977534328850005,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 17:00:00+01:00,0.07100000000000001,0.0284,0.08875,0.035500000000000004,0.1065,0.1065,0.12425000000000001,0.09698950231639977,0.0,0.0,0.0
sc01,01-14 18:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.06502312408006483,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-14 19:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.05775737769767467,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-14 20:00:00+01:00,0.07100000000000001,0.05687609407249996,0.08875,0.035500000000000004,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-14 21:00:00+01:00,0.07100000000000001,0.0284,0.06486444852199989,0.035500000000000004,0.1065,0.1065,0.12425000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 22:00:00+01:00,0.07100000000000001,0.0284,0.035500000000000004,0.035500000000000004,0.1065,0.1065,0.07631091210899986,0.04970000000000001,0.0,0.0,0.0
sc01,01-14 23:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.09739126118399997,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 00:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.0426,0.10493488807,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 01:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.0426,0.069194286039,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 02:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 03:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.0426,0.08235225524899989,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 04:00:00+01:00,0.07100000000000001,0.0284,0.035500000000000004,0.035500000000000004,0.1065,0.1065,0.05499671974149994,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 05:00:00+01:00,0.07100000000000001,0.0284,0.08875,0.035500000000000004,0.1065,0.1065,0.12425000000000001,0.06931408256399976,0.0,0.0,0.0
sc01,01-15 06:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.08875,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-15 07:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.08875,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-15 08:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.08875,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-15 09:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.08875,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-15 10:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.04794820517850009,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-15 11:00:00+01:00,0.07100000000000001,0.0284,0.08875,0.035500000000000004,0.1065,0.1065,0.12425000000000001,0.0850731665940002,0.0,0.0,0.0
sc01,01-15 12:00:00+01:00,0.07100000000000001,0.0284,0.043308850119500295,0.035500000000000004,0.1065,0.1065,0.12425000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 13:00:00+01:00,0.06000384106199989,0.0284,0.035500000000000004,0.035500000000000004,0.1065,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 14:00:00+01:00,0.0284,0.0284,0.035500000000000004,0.035500000000000004,0.09101026139250014,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 15:00:00+01:00,0.05255705018849983,0.0284,0.035500000000000004,0.035500000000000004,0.1065,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 16:00:00+01:00,0.07100000000000001,0.0284,0.05660970800100027,0.035500000000000004,0.1065,0.1065,0.12425000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 17:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.08875,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-15 18:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.08875,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-15 19:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.08875,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-15 20:00:00+01:00,0.07100000000000001,0.07100000000000001,0.08875,0.05885636650349989,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-15 21:00:00+01:00,0.07100000000000001,0.0,0.08863985088399995,0.0,0.1065,0.1065,0.12425000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 22:00:00+01:00,0.07100000000000001,0.0,0.035500000000000004,0.0,0.1065,0.1065,0.06501655611750005,0.04970000000000001,0.0,0.0,0.0
sc01,01-15 23:00:00+01:00,0.0284,0.0,0.035500000000000004,0.0,0.0426,0.070498193939,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 00:00:00+01:00,0.0284,0.0,0.035500000000000004,0.0,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 01:00:00+01:00,0.0284,0.0,0.035500000000000004,0.0,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 02:00:00+01:00,0.0284,0.0,0.035500000000000004,0.0,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 03:00:00+01:00,0.0284,0.0,0.035500000000000004,0.0,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 04:00:00+01:00,0.0284,0.0,0.035500000000000004,0.0,0.0426,0.08422169149699991,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 05:00:00+01:00,0.07100000000000001,0.0,0.035500000000000004,0.0,0.1065,0.1065,0.07702754318949993,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 06:00:00+01:00,0.07100000000000001,0.0,0.08875,0.0,0.1065,0.1065,0.12425000000000001,0.05073261263999987,0.0,0.0,0.0
sc01,01-16 07:00:00+01:00,0.07100000000000001,0.0,0.08875,0.0,0.1065,0.1065,0.12425000000000001,0.11048105686850013,0.0,0.0,0.0
sc01,01-16 08:00:00+01:00,0.07100000000000001,0.014853044067670334,0.08875,0.0,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-16 09:00:00+01:00,0.07100000000000001,0.0,0.08875,0.0,0.1065,0.1065,0.12425000000000001,0.11492591091359994,0.0,0.0,0.0
sc01,01-16 10:00:00+01:00,0.07100000000000001,0.0,0.06022334409400028,0.0,0.1065,0.1065,0.12425000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 11:00:00+01:00,0.07100000000000001,0.0,0.035500000000000004,0.0,0.1065,0.1065,0.05465008205050011,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 12:00:00+01:00,0.0284,0.0,0.035500000000000004,0.0,0.06652936742399994,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 13:00:00+01:00,0.0284,0.0,0.035500000000000004,0.0,0.0426,0.0885609680734999,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 14:00:00+01:00,0.0284,0.0,0.035500000000000004,0.0,0.060263463069999926,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 15:00:00+01:00,0.037061137669500074,0.0,0.035500000000000004,0.0,0.1065,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 16:00:00+01:00,0.07100000000000001,0.0,0.035500000000000004,0.0,0.1065,0.1065,0.11595892519350014,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 17:00:00+01:00,0.07100000000000001,0.02130635072634996,0.08875,0.0,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-16 18:00:00+01:00,0.07100000000000001,0.04260000000000001,0.08875,0.05325,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-16 19:00:00+01:00,0.07100000000000001,0.04260000000000001,0.08875,0.045901730075500406,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-16 20:00:00+01:00,0.07100000000000001,0.007143118832499938,0.08875,0.0,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-16 21:00:00+01:00,0.07100000000000001,0.0,0.0,0.0,0.1065,0.1065,0.12164182859650013,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 22:00:00+01:00,0.06280160096099993,0.0,0.0,0.0,0.1065,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-16 23:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.0468340369685,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 00:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 01:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 02:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 03:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.0426,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 04:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.09280493378849984,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 05:00:00+01:00,0.07100000000000001,0.0,0.0,0.0,0.1065,0.1065,0.0707399513885,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 06:00:00+01:00,0.07100000000000001,0.0,0.05325,0.0,0.1065,0.1065,0.12425000000000001,0.058989457601000043,0.0,0.0,0.0
sc01,01-17 07:00:00+01:00,0.07100000000000001,0.0,0.05325,0.0,0.1065,0.1065,0.12425000000000001,0.10885126014000011,0.0,0.0,0.0
sc01,01-17 08:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.0025579499262500644,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-17 09:00:00+01:00,0.07100000000000001,0.0,0.05325,0.0,0.1065,0.1065,0.12425000000000001,0.12371943192774985,0.0,0.0,0.0
sc01,01-17 10:00:00+01:00,0.07100000000000001,0.0,0.029565927103500013,0.0,0.1065,0.1065,0.12425000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 11:00:00+01:00,0.07013981636250004,0.0,0.0,0.0,0.1065,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 12:00:00+01:00,0.0284,0.0,0.0,0.0,0.0776244102985001,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 13:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.0781122755804999,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 14:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.061898268351500065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 15:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.08714170448550011,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 16:00:00+01:00,0.068095438777,0.0,0.0,0.0,0.1065,0.1065,0.04970000000000001,0.04970000000000001,0.0,0.0,0.0
sc01,01-17 17:00:00+01:00,0.07100000000000001,0.00785558865979984,0.05325,0.0,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-17 18:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.05325,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-17 19:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.04668159049000019,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-17 20:00:00+01:00,0.07100000000000001,0.004352950750499826,0.05325,0.0,0.1065,0.1065,0.12425000000000001,0.12425000000000001,0.0,0.0,0.0
sc01,01-17 21:00:00+01:00,0.07100000000000001,0.0,0.010315654432499943,0.0,0.1065,0.1065,0.12425000000000001,0.0,0.0,0.0,0.0
sc01,01-17 22:00:00+01:00,0.07100000000000001,0.0,0.0,0.0,0.1065,0.1065,0.053340442214000056,0.0,0.0,0.0,0.0
sc01,01-17 23:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.05416367596049992,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 00:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.0426,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 01:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.0426,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 02:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.0426,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 03:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.04694679465999998,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 04:00:00+01:00,0.0284,0.0,0.0,0.0,0.08134256087649999,0.1065,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 05:00:00+01:00,0.07100000000000001,0.0,0.0,0.0,0.1065,0.1065,0.10812465696749984,0.0,0.0,0.0,0.0
sc01,01-18 06:00:00+01:00,0.07100000000000001,0.0,0.05325,0.0,0.1065,0.1065,0.12425000000000001,0.05174197952500004,0.0,0.0,0.0
sc01,01-18 07:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.014329132243999987,0.1065,0.1065,0.12425000000000001,0.07455,0.0,0.0,0.0
sc01,01-18 08:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.05325,0.1065,0.1065,0.12425000000000001,0.07455,0.0,0.0,0.0
sc01,01-18 09:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.05325,0.1065,0.1065,0.12425000000000001,0.07455,0.0,0.0,0.0
sc01,01-18 10:00:00+01:00,0.07100000000000001,0.0,0.05325,0.0,0.1065,0.1065,0.12425000000000001,0.023678922911499634,0.0,0.0,0.0
sc01,01-18 11:00:00+01:00,0.07100000000000001,0.0,0.0,0.0,0.1065,0.1065,0.09743316882750014,0.0,0.0,0.0,0.0
sc01,01-18 12:00:00+01:00,0.029340451409500225,0.0,0.0,0.0,0.1065,0.1065,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 13:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.09278949334594455,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 14:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.051120191841999896,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 15:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.07406873239300005,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 16:00:00+01:00,0.06023291865699996,0.0,0.0,0.0,0.1065,0.1065,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-18 17:00:00+01:00,0.07100000000000001,0.0386216506099998,0.05325,0.0,0.1065,0.1065,0.12425000000000001,0.07455,0.0,0.0,0.0
sc01,01-18 18:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.05325,0.1065,0.1065,0.12425000000000001,0.07455,0.0,0.0,0.0
sc01,01-18 19:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.05325,0.1065,0.1065,0.12425000000000001,0.07455,0.0,0.0,0.0
sc01,01-18 20:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.009359873909999941,0.1065,0.1065,0.12425000000000001,0.07455,0.0,0.0,0.0
sc01,01-18 21:00:00+01:00,0.07100000000000001,0.0,0.030276204571500025,0.0,0.1065,0.1065,0.12425000000000001,0.0,0.0,0.0,0.0
sc01,01-18 22:00:00+01:00,0.07100000000000001,0.0,0.0031006702164999437,0.0,0.1065,0.1065,0.12425000000000001,0.0,0.0,0.0,0.0
sc01,01-18 23:00:00+01:00,0.0284,0.0,0.0,0.0,0.0685911795564999,0.1065,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-19 00:00:00+01:00,0.0284,0.0,0.0,0.0,0.053865212585999946,0.1065,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-19 01:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.08334823952149999,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-19 02:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.046117792092499915,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-19 03:00:00+01:00,0.0284,0.0,0.0,0.0,0.0426,0.06365015873899992,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-19 04:00:00+01:00,0.0284,0.0,0.0,0.0,0.06723869831999997,0.1065,0.04970000000000001,0.0,0.0,0.0,0.0
sc01,01-19 05:00:00+01:00,0.07100000000000001,0.0,0.0,0.0,0.1065,0.1065,0.09203816197549988,0.0,0.0,0.0,0.0
sc01,01-19 06:00:00+01:00,0.07100000000000001,0.0,0.05325,0.0,0.1065,0.1065,0.12425000000000001,0.042519915656500006,0.0,0.0,0.0
sc01,01-19 07:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.027744026846500024,0.1065,0.1065,0.12425000000000001,0.07455,0.0,0.0,0.0
sc01,01-19 08:00:00+01:00,0.07100000000000001,0.04260000000000001,0.05325,0.05325,0.1065,0.1065,0.12425000000000001,0.07455,0.0,0.0,0.0
sc01,01-19 09:00:00+01:00,0.07100000000000001,0.013799717158500004,0.05325,0.0,0.1065,0.1065,0.12425000000000001,0.07455,0.0,0.0,0.0
sc01,01-19 10:00:00+01:00,0.04260000000000001,0.0,0.02012374477500017,0.0,0.1065,0.1065,0.07455,0.0,0.0,0.0,0.0
sc01,01-19 11:00:00+01:00,0.0,0.0,0.0,0.0,0.1015257362015,0.1065,0.0,0.0,0.0,0.0,0.0
sc01,01-19 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0426,0.07391090024500002,0.0,0.0,0.0,0.0,0.0
sc01,01-19 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0426,0.0426,0.0,0.0,0.0,0.0,0.0
sc01,01-19 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0426,0.0426,0.0,0.0,0.0,0.0,0.0
sc01,01-19 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0426,0.09128192443249994,0.0,0.0,0.0,0.0,0.0
sc01,01-19 16:00:00+01:00,0.04260000000000001,0.0,0.0,0.0,0.1065,0.1065,0.026790880814500106,0.0,0.0,0.0,0.0
sc01,01-19 17:00:00+01:00,0.04260000000000001,0.012627846971599821,0.05325,0.0,0.1065,0.1065,0.07455,0.07455,0.0,0.0,0.0
sc01,01-19 18:00:00+01:00,0.04260000000000001,0.04260000000000001,0.05325,0.05325,0.1065,0.1065,0.07455,0.07455,0.0,0.0,0.0
sc01,01-19 19:00:00+01:00,0.04260000000000001,0.04260000000000001,0.05325,0.027089903917499852,0.1065,0.1065,0.07455,0.07455,0.0,0.0,0.0
sc01,01-19 20:00:00+01:00,0.04260000000000001,0.0,0.05325,0.0,0.1065,0.1065,0.07455,0.03925957726750008,0.0,0.0,0.0
sc01,01-19 21:00:00+01:00,0.04260000000000001,0.0,0.016769558550500024,0.0,0.0639,0.1065,0.07455,0.0,0.0,0.0,0.0
sc01,01-19 22:00:00+01:00,0.04260000000000001,0.0,0.0,0.0,0.0639,0.1065,0.04289821956050007,0.0,0.0,0.0,0.0
