Scenario,LoadLevel,Battery,CCGT_1,CCGT_2,CCGT_3,CCGT_4,CCGT_5,CCGT_6,CCGT_7,CCGT_8,Nuclear_1,Nuclear_2,OCGT_1,PumpedHydro,SolarPV_1,SolarPV_2,StorageHydro,WindFarm_1,WindFarm_2
sc01,01-16 02:00:00+01:00,0.0,0.08,0.0,0.1,0.0,0.12,0.12,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.8636951205000001,0.5757967469999999
sc01,01-16 03:00:00+01:00,0.0,0.08,0.0,0.1,0.0,0.12,0.12,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.8750430854,0.5833620569
sc01,01-16 04:00:00+01:00,0.0,0.08,0.0,0.1,0.0,0.12,0.23724420139999974,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.8712082792,0.5808055194
sc01,01-16 05:00:00+01:00,0.0,0.2,0.0,0.1,0.0,0.3,0.3,0.2169789948999998,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.8658654031,0.577243602
sc01,01-16 06:00:00+01:00,0.0,0.2,0.0,0.25,0.0,0.3,0.3,0.35000000000000003,0.14290876799999963,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.9658105392,0.6438736928
sc01,01-16 07:00:00+01:00,0.0,0.2,0.0,0.25,0.0,0.3,0.3,0.35000000000000003,0.31121424470000036,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,1.058750853,0.7058339023
sc01,01-16 08:00:00+01:00,0.0,0.2,0.041839560754000936,0.25,0.0,0.3,0.3,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0065918676280000005,0.004394578418,0.0,1.119796196,0.7465307972
sc01,01-16 09:00:00+01:00,0.0,0.2,0.0,0.25,0.0,0.3,0.3,0.35000000000000003,0.3237349603199998,0.35000000000000003,0.35000000000000003,0.0,0.0,0.09310559897000001,0.06207039931,0.0,1.109725825,0.7398172164
sc01,01-16 10:00:00+01:00,0.0,0.2,0.0,0.16964322280000077,0.0,0.3,0.3,0.35000000000000003,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.2278918322,0.15192788820000003,0.0,1.119391834,0.7462612228000001
sc01,01-16 11:00:00+01:00,0.0,0.2,0.0,0.1,0.0,0.3,0.3,0.1539438931000003,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.349351471,0.23290098069999998,0.0,1.111585593,0.7410570622
sc01,01-16 12:00:00+01:00,0.0,0.08,0.0,0.1,0.0,0.18740666879999984,0.3,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.3987995025,0.265866335,0.0,1.128524096,0.7523493977000001
sc01,01-16 13:00:00+01:00,0.0,0.08,0.0,0.1,0.0,0.12,0.24946751569999975,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.3879365415,0.258624361,0.0,1.119932149,0.7466214328
sc01,01-16 14:00:00+01:00,0.0,0.08,0.0,0.1,0.0,0.16975623399999978,0.3,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.3331469666,0.2220979777,0.0,1.0727620930000001,0.7151747287
sc01,01-16 15:00:00+01:00,0.0,0.10439757090000021,0.0,0.1,0.0,0.3,0.3,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.2466446303,0.1644297535,0.0,1.0669842269999998,0.7113228183
sc01,01-16 16:00:00+01:00,0.0,0.2,0.0,0.1,0.0,0.3,0.3,0.32664485970000035,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.1621825503,0.1081217002,0.0,1.066766334,0.7111775558000001
sc01,01-16 17:00:00+01:00,0.0,0.2,0.06001788936999988,0.25,0.0,0.3,0.3,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.0,0.0,0.05308956536,0.035393043570000005,0.0,1.069943101,0.7132954007
