Scenario,LoadLevel,Battery,Gas,Nuclear,PumpedHydro,Solar,StorageHydro,Wind
sc02,01-13 04:00:00+01:00,0.0,880.0,700.0000000000001,0.0,0.0,0.0,754.1247913000001
sc02,01-13 05:00:00+01:00,0.0,980.1427844999996,700.0000000000001,0.0,0.0,0.0,711.1802155
sc02,01-13 06:00:00+01:00,0.0,1313.4922673999995,700.0000000000001,0.0,0.0,0.0,676.6497326000001
sc02,01-13 07:00:00+01:00,0.0,1716.3658729999997,700.0000000000001,0.0,0.0,0.0,626.414127
sc02,01-13 08:00:00+01:00,0.0,2068.0340169499996,700.0000000000001,0.0,9.571772549999999,0.0,575.7212105
sc02,01-13 09:00:00+01:00,0.0,2151.0458891399994,700.0000000000001,0.0,166.92382486,0.0,505.180286
sc02,01-13 10:00:00+01:00,0.0,1923.7155816,700.0000000000001,0.0,497.5322105,0.0,458.47320790000003
sc02,01-13 11:00:00+01:00,0.0,1771.0442408000001,700.0000000000001,0.0,688.7195697,0.0,433.7411895
sc02,01-13 12:00:00+01:00,0.0,1666.5232887000002,700.0000000000001,0.0,750.9849856000001,0.0,425.14672570000005
sc02,01-13 13:00:00+01:00,0.0,1478.0051422999995,700.0000000000001,0.0,824.3918922,0.0,410.37496550000003
sc02,01-13 14:00:00+01:00,0.0,1318.7144976000002,700.0000000000001,0.0,876.8189873,0.0,424.1275151
sc02,01-13 15:00:00+01:00,0.0,1328.0178582000005,700.0000000000001,0.0,856.1094969999999,0.0,425.48864480000003
sc02,01-13 16:00:00+01:00,0.0,1685.5194681999997,700.0000000000001,0.0,652.2938303000001,0.0,401.4047015
sc02,01-13 17:00:00+01:00,0.0,2368.304042149999,700.0000000000001,0.0,191.74645785,0.0,373.1025
sc02,01-13 18:00:00+01:00,100.0,2500.0,700.0000000000001,0.0,5.112341545,112.11281745499917,367.34184100000004
sc02,01-13 19:00:00+01:00,47.32043640000042,2500.0,700.0000000000001,0.0,0.0,212.2386169999986,382.4139466
sc02,01-13 20:00:00+01:00,52.67956359999959,2500.0,700.0000000000001,0.0,0.0,0.0,398.69643640000004
sc02,01-13 21:00:00+01:00,0.0,2169.2886792999993,700.0000000000001,0.0,0.0,0.0,407.9383207000001
sc02,01-13 22:00:00+01:00,0.0,1958.974493199999,700.0000000000001,0.0,0.0,0.0,399.2125068
sc02,01-13 23:00:00+01:00,0.0,1727.0354972999999,700.0000000000001,0.0,0.0,0.0,421.1865027
sc02,01-14 00:00:00+01:00,0.0,1515.6782419999997,700.0000000000001,0.0,0.0,0.0,447.83475799999997
sc02,01-14 01:00:00+01:00,0.0,1366.8217631999996,700.0000000000001,0.0,0.0,0.0,449.4732368
sc02,01-14 02:00:00+01:00,0.0,1210.331933,700.0000000000001,0.0,0.0,0.0,471.064067
sc02,01-14 03:00:00+01:00,0.0,1116.5733904999997,700.0000000000001,0.0,0.0,0.0,465.0096095
sc02,01-14 04:00:00+01:00,0.0,1060.0,700.0000000000001,0.0,0.0,0.0,480.8290598000001
sc02,01-14 05:00:00+01:00,0.0,1060.0,700.0000000000001,0.0,0.0,0.0,499.9877463
sc02,01-14 06:00:00+01:00,0.0,1300.8460716999996,700.0000000000001,0.0,0.0,0.0,501.75192830000003
sc02,01-14 07:00:00+01:00,0.0,1620.5305324999995,700.0000000000001,0.0,0.0,0.0,510.1324675
sc02,01-14 08:00:00+01:00,0.0,1913.1939583739995,700.0000000000001,0.0,11.171571626,0.0,524.06547
sc02,01-14 09:00:00+01:00,0.0,1846.5114011999997,700.0000000000001,0.0,233.4034353,0.0,536.9481635
sc02,01-14 10:00:00+01:00,0.0,1520.5087160999994,700.0000000000001,0.0,598.5784527000001,0.0,536.5148312
sc02,01-14 11:00:00+01:00,0.0,1393.3471943000002,700.0000000000001,0.0,761.6215234,0.0,534.4742823
sc02,01-14 12:00:00+01:00,0.0,1307.5369996,700.0000000000001,0.0,824.3504925,0.0,546.9265079
sc02,01-14 13:00:00+01:00,0.0,1106.7080532,700.0000000000001,0.0,852.899294,0.0,592.2206528
sc02,01-14 14:00:00+01:00,0.0,1048.1362920000001,700.0000000000001,0.0,862.3438087,0.0,635.4568993
sc02,01-14 15:00:00+01:00,0.0,1026.583685089472,700.0000000000001,0.0,815.5752036,0.0,658.663621
sc02,01-14 16:00:00+01:00,0.0,1417.280199,700.0000000000001,0.0,582.5826033,0.0,653.0131977000001
sc02,01-14 17:00:00+01:00,0.0,2065.292692489999,700.0000000000001,0.0,179.80399701,0.0,668.5273105000001
sc02,01-14 18:00:00+01:00,76.66252030000079,2247.6550635829985,700.0000000000001,0.0,5.216656317,0.0,759.3987598000001
sc02,01-14 19:00:00+01:00,100.0,2253.6311290999993,700.0000000000001,0.0,0.0,0.0,835.6258708999999
sc02,01-14 20:00:00+01:00,23.33747969999922,2200.0,700.0000000000001,0.0,0.0,0.0,852.4925203
sc02,01-14 21:00:00+01:00,0.0,1868.7126050999993,700.0000000000001,0.0,0.0,0.0,863.9833949000001
sc02,01-14 22:00:00+01:00,0.0,1650.6350526999995,700.0000000000001,0.0,0.0,0.0,862.6989473
sc02,01-14 23:00:00+01:00,0.0,1430.7450646999996,700.0000000000001,0.0,0.0,0.0,865.6139353
sc02,01-15 00:00:00+01:00,0.0,1272.5249872,700.0000000000001,0.0,0.0,0.0,867.7350128
sc02,01-15 01:00:00+01:00,0.0,1240.0,700.0000000000001,0.0,0.0,0.0,864.0644145000001
sc02,01-15 02:00:00+01:00,0.0,1167.7648017999993,700.0000000000001,0.0,0.0,0.0,885.9131982
sc02,01-15 03:00:00+01:00,0.0,1239.7044482894735,700.0000000000001,0.0,0.0,0.0,825.081453
sc02,01-15 04:00:00+01:00,0.0,1552.4864699,700.0000000000001,0.0,0.0,0.0,710.2645301
sc02,01-15 05:00:00+01:00,0.0,1958.7487494999991,700.0000000000001,0.0,0.0,0.0,733.9912505
sc02,01-15 06:00:00+01:00,0.0,2408.6944304999993,700.0000000000001,0.0,0.0,0.0,740.2995695
sc02,01-15 07:00:00+01:00,100.0,2500.0,700.0000000000001,0.0,0.0,3.6351789999987947,877.9388210000001
sc02,01-15 08:00:00+01:00,0.0,2500.0,700.0000000000001,0.0,9.514771613,237.76015178700035,940.6900766
sc02,01-15 09:00:00+01:00,100.0,2500.0,700.0000000000001,0.0,142.02756996,60.33107834000065,961.4903517
sc02,01-15 10:00:00+01:00,0.0,2418.8514933,700.0000000000001,0.0,367.304344,0.0,967.8401627
sc02,01-15 11:00:00+01:00,0.0,2192.8293782000005,700.0000000000001,0.0,554.8762737,0.0,937.8703481
sc02,01-15 12:00:00+01:00,0.0,1984.4246088000004,700.0000000000001,0.0,611.9776495000001,0.0,957.7337417000001
sc02,01-15 13:00:00+01:00,0.0,1844.3905234999997,700.0000000000001,0.0,648.3813635,0.0,1013.081113
sc02,01-15 14:00:00+01:00,0.0,1720.0,700.0000000000001,0.0,656.1535788000001,0.0,1056.4168743999999
sc02,01-15 15:00:00+01:00,0.0,1728.9526854894739,700.0000000000001,0.0,582.9575451000001,0.0,1040.517632
sc02,01-15 16:00:00+01:00,0.0,1999.5205730000005,700.0000000000001,0.0,422.2681338,0.0,1057.9582932
sc02,01-15 17:00:00+01:00,20.73064680000028,2500.0,700.0000000000001,0.0,170.9244952,0.0,1047.1548579999999
sc02,01-15 18:00:00+01:00,79.26935319999973,2500.0,700.0000000000001,0.0,5.421614959999999,273.9571962400003,1087.8928356000001
sc02,01-15 19:00:00+01:00,100.0,2500.0,700.0000000000001,0.0,0.0,195.15185500000013,1109.585145
sc02,01-15 20:00:00+01:00,0.0,2398.1506652999997,700.0000000000001,0.0,0.0,0.0,1129.4323347
sc02,01-15 21:00:00+01:00,0.0,1836.7657766999996,700.0000000000001,0.0,0.0,0.0,1188.3042233
