Scenario,LoadLevel,Battery,Gas,Nuclear,PumpedHydro,Solar,StorageHydro,Wind
sc01,01-13 00:00:00+01:00,100.0,927.6282381999997,700.0000000000001,0.0,0.0,0.0,812.3867618
sc01,01-13 01:00:00+01:00,0.0,880.0,700.0000000000001,0.0,0.0,0.0,856.0856999
sc01,01-13 02:00:00+01:00,0.0,880.0,700.0000000000001,0.0,0.0,0.0,880.3285725000001
sc01,01-13 03:00:00+01:00,0.0,880.0,700.0000000000001,0.0,0.0,0.0,904.186602
sc01,01-13 04:00:00+01:00,0.0,880.0,700.0000000000001,0.0,0.0,0.0,942.6559892
sc01,01-13 05:00:00+01:00,0.0,880.0,700.0000000000001,0.0,0.0,0.0,888.9752695
sc01,01-13 06:00:00+01:00,0.0,1144.3298342999997,700.0000000000001,0.0,0.0,0.0,845.8121657000002
sc01,01-13 07:00:00+01:00,0.0,1559.7623413000001,700.0000000000001,0.0,0.0,0.0,783.0176587000001
sc01,01-13 08:00:00+01:00,0.0,1921.7107711129997,700.0000000000001,0.0,11.964715687000002,0.0,719.6515132
sc01,01-13 09:00:00+01:00,0.0,1983.0198613499997,700.0000000000001,0.0,208.65478115000002,0.0,631.4753575000001
sc01,01-13 10:00:00+01:00,0.0,1684.7142272,700.0000000000001,0.0,621.915263,0.0,573.0915098
sc01,01-13 11:00:00+01:00,0.0,1490.4290511000002,700.0000000000001,0.0,860.8994621000002,0.0,542.1764868
sc01,01-13 12:00:00+01:00,0.0,1372.4903610000003,700.0000000000001,0.0,938.7312320000001,0.0,531.433407
sc01,01-13 13:00:00+01:00,0.0,1169.3134280000002,700.0000000000001,0.0,1030.4898652000002,0.0,512.9687068
sc01,01-13 14:00:00+01:00,0.0,993.4778718999996,700.0000000000001,0.0,1096.0237342,0.0,530.1593939
sc01,01-13 15:00:00+01:00,0.0,1007.6183226999999,700.0000000000001,0.0,1070.1368713,0.0,531.8608059999999
sc01,01-13 16:00:00+01:00,0.0,1422.0948351999996,700.0000000000001,0.0,815.3672878,0.0,501.75587700000005
sc01,01-13 17:00:00+01:00,27.091802659999303,2200.0,700.0000000000001,0.0,239.68307234000002,0.0,466.37812499999995
sc01,01-13 18:00:00+01:00,100.0,2200.0,700.0000000000001,0.0,6.3904269320000004,318.99927186799914,459.1773012000001
sc01,01-13 19:00:00+01:00,72.9081973400007,2200.0,700.0000000000001,0.0,0.0,391.04736935999836,478.0174333
sc01,01-13 20:00:00+01:00,0.0,2200.0,700.0000000000001,0.0,0.0,253.00545449999962,498.37054550000005
sc01,01-13 21:00:00+01:00,0.0,2067.304099199999,700.0000000000001,0.0,0.0,0.0,509.9229008
sc01,01-13 22:00:00+01:00,0.0,1859.1713663999992,700.0000000000001,0.0,0.0,0.0,499.01563360000006
sc01,01-13 23:00:00+01:00,0.0,1621.7388717,700.0000000000001,0.0,0.0,0.0,526.4831283000001
sc01,01-14 00:00:00+01:00,0.0,1403.7195525,700.0000000000001,0.0,0.0,0.0,559.7934475
sc01,01-14 01:00:00+01:00,0.0,1254.4534539999995,700.0000000000001,0.0,0.0,0.0,561.841546
sc01,01-14 02:00:00+01:00,0.0,1092.5659161999997,700.0000000000001,0.0,0.0,0.0,588.8300838
sc01,01-14 03:00:00+01:00,0.0,1000.3209881999996,700.0000000000001,0.0,0.0,0.0,581.2620118
sc01,01-14 04:00:00+01:00,0.0,882.2766751999998,700.0000000000001,0.0,0.0,0.0,601.0363248
sc01,01-14 05:00:00+01:00,0.0,928.1773169999994,700.0000000000001,0.0,0.0,0.0,624.984683
sc01,01-14 06:00:00+01:00,0.0,1175.4080896999997,700.0000000000001,0.0,0.0,0.0,627.1899103
sc01,01-14 07:00:00+01:00,0.0,1492.9974156999997,700.0000000000001,0.0,0.0,0.0,637.6655843
sc01,01-14 08:00:00+01:00,0.0,1779.3846979679993,700.0000000000001,0.0,13.964464532000001,0.0,655.0818375
sc01,01-14 09:00:00+01:00,0.0,1653.9235016999999,700.0000000000001,0.0,291.75429399999996,0.0,671.1852043
sc01,01-14 10:00:00+01:00,0.0,1236.735395,700.0000000000001,0.0,748.223066,0.0,670.6435389999999
sc01,01-14 11:00:00+01:00,0.0,1069.3232428000003,700.0000000000001,0.0,952.0269043000001,0.0,668.0928529
sc01,01-14 12:00:00+01:00,0.0,964.7177494999995,700.0000000000001,0.0,1030.4381157,0.0,683.6581348
sc01,01-14 13:00:00+01:00,0.0,880.0,700.0000000000001,0.0,1066.1241175999999,0.0,740.2758160000001
sc01,01-14 14:00:00+01:00,0.0,880.0,700.0000000000001,0.0,1077.9297609,0.0,794.3211242
sc01,01-14 15:00:00+01:00,0.0,880.0,700.0000000000001,0.0,1019.4690045,0.0,823.3295263
sc01,01-14 16:00:00+01:00,0.0,1108.3812487,700.0000000000001,0.0,728.2282542,0.0,816.2664970999999
sc01,01-14 17:00:00+01:00,0.0,1853.2098656799994,700.0000000000001,0.0,224.75499632000003,0.0,835.659138
sc01,01-14 18:00:00+01:00,0.0,2133.1637298029996,700.0000000000001,0.0,6.5208203970000005,0.0,949.2484497999999
sc01,01-14 19:00:00+01:00,32.02782281500055,2112.696838584999,700.0000000000001,0.0,0.0,0.0,1044.5323386
sc01,01-14 20:00:00+01:00,0.0,2010.2143495,700.0000000000001,0.0,0.0,0.0,1065.6156505
sc01,01-14 21:00:00+01:00,0.0,1652.7167563999997,700.0000000000001,0.0,0.0,0.0,1079.9792436
sc01,01-14 22:00:00+01:00,0.0,1434.9603157999995,700.0000000000001,0.0,0.0,0.0,1078.3736841999998
sc01,01-14 23:00:00+01:00,0.0,1214.3415808,700.0000000000001,0.0,0.0,0.0,1082.0174192
sc01,01-15 00:00:00+01:00,0.0,1055.591234,700.0000000000001,0.0,0.0,0.0,1084.668766
sc01,01-15 01:00:00+01:00,0.0,954.9134818,700.0000000000001,0.0,0.0,0.0,1080.0805182
sc01,01-15 02:00:00+01:00,0.0,880.0,700.0000000000001,0.0,0.0,0.0,1107.3914977
sc01,01-15 03:00:00+01:00,0.0,991.9781837999997,700.0000000000001,0.0,0.0,0.0,1031.3518162
sc01,01-15 04:00:00+01:00,0.0,1374.9203372999998,700.0000000000001,0.0,0.0,0.0,887.8306627
sc01,01-15 05:00:00+01:00,0.0,1775.2509367999994,700.0000000000001,0.0,0.0,0.0,917.4890631999999
sc01,01-15 06:00:00+01:00,23.619537999999384,2200.0,700.0000000000001,0.0,0.0,0.0,925.374462
sc01,01-15 07:00:00+01:00,100.0,2200.0,700.0000000000001,0.0,0.0,84.15047379999888,1097.4235262
sc01,01-15 08:00:00+01:00,0.0,2200.0,700.0000000000001,0.0,11.893464517,300.2089396830004,1175.8625958
sc01,01-15 09:00:00+01:00,0.0,2200.0,700.0000000000001,0.0,177.53446248,184.4515978200007,1201.8629397
sc01,01-15 10:00:00+01:00,0.0,2085.0653667,700.0000000000001,0.0,459.13043,0.0,1209.8002033
sc01,01-15 11:00:00+01:00,0.0,1819.6427228000007,700.0000000000001,0.0,693.5953420000001,0.0,1172.3379352000002
sc01,01-15 12:00:00+01:00,0.0,1591.996760900001,700.0000000000001,0.0,764.9720619,0.0,1197.1671772
sc01,01-15 13:00:00+01:00,0.0,1329.0249043999997,700.0000000000001,0.0,810.4767044,0.0,1266.3513911999999
sc01,01-15 14:00:00+01:00,0.0,1196.3669335000004,700.0000000000001,0.0,820.1919735,0.0,1320.521093
sc01,01-15 15:00:00+01:00,0.0,1308.0480286999996,700.0000000000001,0.0,728.6969313,0.0,1300.64704
sc01,01-15 16:00:00+01:00,0.0,1629.4639662000009,700.0000000000001,0.0,527.8351673,0.0,1322.4478665000001
sc01,01-15 17:00:00+01:00,0.0,2200.0,700.0000000000001,0.0,213.65561902000002,16.210808480000185,1308.9435725
sc01,01-15 18:00:00+01:00,76.38046200000062,2200.0,700.0000000000001,178.9960026883115,6.777018699999999,124.52147211168807,1359.8660445
sc01,01-15 19:00:00+01:00,0.0,2200.0,700.0000000000001,317.7555688000001,0.0,0.0,1386.9814312
sc01,01-15 20:00:00+01:00,0.0,2115.7925816999996,700.0000000000001,0.0,0.0,0.0,1411.7904183
sc01,01-15 21:00:00+01:00,0.0,1539.6897207999998,700.0000000000001,0.0,0.0,0.0,1485.3802792000001
sc01,01-15 22:00:00+01:00,0.0,1223.1452285,700.0000000000001,0.0,0.0,0.0,1555.4317715
sc01,01-15 23:00:00+01:00,0.0,778.5864618,700.0000000000001,0.0,0.0,0.0,1516.7065382
sc01,01-16 00:00:00+01:00,0.0,700.0,700.0000000000001,0.0,0.0,0.0,1550.8927287000001
sc01,01-16 01:00:00+01:00,0.0,700.0,700.0000000000001,0.0,0.0,0.0,1530.3444328
sc01,01-16 02:00:00+01:00,0.0,700.0,700.0000000000001,0.0,0.0,0.0,1439.4918675
sc01,01-16 03:00:00+01:00,0.0,700.0,700.0000000000001,0.0,0.0,0.0,1458.4051423
sc01,01-16 04:00:00+01:00,0.0,817.2442013999997,700.0000000000001,0.0,0.0,0.0,1452.0137986
sc01,01-16 05:00:00+01:00,0.0,1256.9789948999999,700.0000000000001,0.0,0.0,0.0,1443.1090051
sc01,01-16 06:00:00+01:00,0.0,1542.9087679999996,700.0000000000001,0.0,0.0,0.0,1609.684232
sc01,01-16 07:00:00+01:00,0.0,1711.2142447000003,700.0000000000001,0.0,0.0,0.0,1764.5847552999999
sc01,01-16 08:00:00+01:00,0.0,1791.839560754001,700.0000000000001,0.0,10.986446046000001,0.0,1866.3269932
sc01,01-16 09:00:00+01:00,0.0,1723.7349603199998,700.0000000000001,0.0,155.17599828000002,0.0,1849.5430414
sc01,01-16 10:00:00+01:00,0.0,1459.6432228000008,700.0000000000001,0.0,379.81972040000005,0.0,1865.6530568
sc01,01-16 11:00:00+01:00,0.0,1193.9438931000004,700.0000000000001,0.0,582.2524516999999,0.0,1852.6426552
sc01,01-16 12:00:00+01:00,0.0,947.4066687999998,700.0000000000001,0.0,664.6658375,0.0,1880.8734937000002
sc01,01-16 13:00:00+01:00,0.0,829.4675156999997,700.0000000000001,0.0,646.5609025000001,0.0,1866.5535818
sc01,01-16 14:00:00+01:00,0.0,929.7562339999997,700.0000000000001,0.0,555.2449443,0.0,1787.9368217
sc01,01-16 15:00:00+01:00,0.0,1084.3975709000001,700.0000000000001,0.0,411.07438379999996,0.0,1778.3070453
sc01,01-16 16:00:00+01:00,0.0,1366.6448597000003,700.0000000000001,0.0,270.3042505,0.0,1777.9438897999999
sc01,01-16 17:00:00+01:00,0.0,1810.01788937,700.0000000000001,0.0,88.48260893,0.0,1783.2385017000001
sc01,01-16 18:00:00+01:00,100.0,2020.0,700.0000000000001,8.113685658000607,3.468874042,0.0,1771.0714403
sc01,01-16 19:00:00+01:00,100.0,1999.3006481000011,700.0000000000001,0.0,0.0,0.0,1766.3433519
sc01,01-16 20:00:00+01:00,0.0,1770.1214615,700.0000000000001,0.0,0.0,0.0,1721.9865385
sc01,01-16 21:00:00+01:00,0.0,1282.6530383000004,700.0000000000001,0.0,0.0,0.0,1714.0219616999998
sc01,01-16 22:00:00+01:00,0.0,1056.9059181999999,700.0000000000001,0.0,0.0,0.0,1700.8210818000002
sc01,01-16 23:00:00+01:00,0.0,611.9268647,700.0000000000001,0.0,0.0,0.0,1606.7991353
sc01,01-17 00:00:00+01:00,0.0,600.0,700.0000000000001,0.0,0.0,0.0,1553.6195710000002
sc01,01-17 01:00:00+01:00,0.0,600.0,700.0000000000001,0.0,0.0,0.0,1431.9212381
sc01,01-17 02:00:00+01:00,0.0,600.0,700.0000000000001,0.0,0.0,0.0,1401.9835655000002
sc01,01-17 03:00:00+01:00,0.0,600.0,700.0000000000001,0.0,0.0,0.0,1469.8265568
sc01,01-17 04:00:00+01:00,0.0,741.4223486999995,700.0000000000001,0.0,0.0,0.0,1469.2786513
sc01,01-17 05:00:00+01:00,0.0,1139.2674686999999,700.0000000000001,0.0,0.0,0.0,1503.9185313
sc01,01-17 06:00:00+01:00,0.0,1466.1674862,700.0000000000001,0.0,0.0,0.0,1615.5385138000001
sc01,01-17 07:00:00+01:00,0.0,1606.6232680000003,700.0000000000001,0.0,0.0,0.0,1767.584732
sc01,01-17 08:00:00+01:00,0.0,1777.2054927500003,700.0000000000001,0.0,8.272018650000001,0.0,1751.0994886
sc01,01-17 09:00:00+01:00,0.0,1648.5054420499996,700.0000000000001,0.0,148.73216485,0.0,1774.7203931
sc01,01-17 10:00:00+01:00,0.0,1373.2843017,700.0000000000001,0.0,398.7415583,0.0,1756.93014
sc01,01-17 11:00:00+01:00,0.0,1077.5769475000002,700.0000000000001,0.0,585.3385578,0.0,1782.9264947000001
sc01,01-17 12:00:00+01:00,0.0,878.6603107000003,700.0000000000001,0.0,699.5976476999999,0.0,1736.4930416000002
sc01,01-17 13:00:00+01:00,0.0,700.0345790999997,700.0000000000001,0.0,756.1891762,0.0,1713.6872447
sc01,01-17 14:00:00+01:00,0.0,654.3613193000001,700.0000000000001,0.0,784.9458425,0.0,1666.3208382
sc01,01-17 15:00:00+01:00,0.0,725.4695901000002,700.0000000000001,0.0,696.199515,0.0,1692.4018949000001
sc01,01-17 16:00:00+01:00,0.0,1071.8181374,700.0000000000001,0.0,472.51239400000003,0.0,1727.5624686
sc01,01-17 17:00:00+01:00,0.0,1672.1284187599995,700.0000000000001,0.0,145.65765774,0.0,1740.6509235
sc01,01-17 18:00:00+01:00,100.0,1920.0,700.0000000000001,0.0,5.893070823,7.404612376999825,1754.0483168
sc01,01-17 19:00:00+01:00,100.0,1901.4974380000006,700.0000000000001,0.0,0.0,0.0,1749.526562
sc01,01-17 20:00:00+01:00,0.0,1662.2618330999996,700.0000000000001,0.0,0.0,0.0,1726.0351669000001
sc01,01-17 21:00:00+01:00,0.0,1179.0581814999998,700.0000000000001,0.0,0.0,0.0,1728.6778185
sc01,01-17 22:00:00+01:00,0.0,950.2547668000002,700.0000000000001,0.0,0.0,0.0,1734.4222332
sc01,01-17 23:00:00+01:00,0.0,492.5737350999998,700.0000000000001,0.0,0.0,0.0,1691.4432649
sc01,01-18 00:00:00+01:00,0.0,460.0,700.0000000000001,0.0,0.0,0.0,1691.3650069
sc01,01-18 01:00:00+01:00,0.0,460.0,700.0000000000001,0.0,0.0,0.0,1556.3917313000002
sc01,01-18 02:00:00+01:00,0.0,460.0,700.0000000000001,0.0,0.0,0.0,1512.1961388
sc01,01-18 03:00:00+01:00,0.0,472.2444919999999,700.0000000000001,0.0,0.0,0.0,1478.631508
sc01,01-18 04:00:00+01:00,0.0,749.1339743,700.0000000000001,0.0,0.0,0.0,1422.8820257000002
sc01,01-18 05:00:00+01:00,0.0,1104.5764984999996,700.0000000000001,0.0,0.0,0.0,1467.9095015
sc01,01-18 06:00:00+01:00,0.0,1445.7520550000002,700.0000000000001,0.0,0.0,0.0,1545.968945
sc01,01-18 07:00:00+01:00,0.0,1670.3637528,700.0000000000001,0.0,0.0,0.0,1619.6452472
sc01,01-18 08:00:00+01:00,100.0,1780.0,700.0000000000001,36.47634652800005,15.977596872,0.0,1532.1220566
sc01,01-18 09:00:00+01:00,0.0,1780.0,700.0000000000001,16.523867000000664,291.245339,0.0,1429.759794
sc01,01-18 10:00:00+01:00,0.0,1366.701191299999,700.0000000000001,0.0,750.7284559,0.0,1374.7423528
sc01,01-18 11:00:00+01:00,0.0,1074.4596305000005,700.0000000000001,0.0,962.5168865,0.0,1380.064483
sc01,01-18 12:00:00+01:00,0.0,822.6491589000007,700.0000000000001,0.0,1031.240488,0.0,1433.7563531
sc01,01-18 13:00:00+01:00,0.0,601.3788544956185,700.0000000000001,0.0,1060.2078486999999,0.0,1534.6093182
sc01,01-18 14:00:00+01:00,0.0,484.00054039999975,700.0000000000001,0.0,1049.0805573,0.0,1553.3449023
sc01,01-18 15:00:00+01:00,0.0,548.6443166000001,700.0000000000001,0.0,960.4740555000001,0.0,1580.1236279
sc01,01-18 16:00:00+01:00,0.0,909.6701933999999,700.0000000000001,0.0,727.0691162,0.0,1584.5566904000002
sc01,01-18 17:00:00+01:00,0.0,1618.7933819999994,700.0000000000001,0.0,272.65732349999996,0.0,1579.7792945
sc01,01-18 18:00:00+01:00,0.0,1780.0,700.0000000000001,302.02171014300086,12.142524957000003,0.0,1582.4717649
sc01,01-18 19:00:00+01:00,91.64007144083752,1780.0,700.0000000000001,174.61387325916178,0.0,0.0,1592.3960553000002
sc01,01-18 20:00:00+01:00,0.0,1656.3658419999997,700.0000000000001,0.0,0.0,0.0,1626.970158
sc01,01-18 21:00:00+01:00,0.0,1235.2850833,700.0000000000001,0.0,0.0,0.0,1582.2069167
sc01,01-18 22:00:00+01:00,0.0,1158.7342823,700.0000000000001,0.0,0.0,0.0,1453.2747177
sc01,01-18 23:00:00+01:00,0.0,713.2145902999997,700.0000000000001,0.0,0.0,0.0,1353.5864097
sc01,01-19 00:00:00+01:00,0.0,671.7329931999998,700.0000000000001,0.0,0.0,0.0,1281.2770068
sc01,01-19 01:00:00+01:00,0.0,574.7837732999999,700.0000000000001,0.0,0.0,0.0,1295.8822267
sc01,01-19 02:00:00+01:00,0.0,469.90927349999976,700.0000000000001,0.0,0.0,0.0,1326.4667265000003
sc01,01-19 03:00:00+01:00,0.0,519.2962217999998,700.0000000000001,0.0,0.0,0.0,1339.3457782
sc01,01-19 04:00:00+01:00,0.0,709.4047839999998,700.0000000000001,0.0,0.0,0.0,1347.5802160000003
sc01,01-19 05:00:00+01:00,0.0,1059.2624280999996,700.0000000000001,0.0,0.0,0.0,1349.2835719
sc01,01-19 06:00:00+01:00,0.0,1419.7744103,700.0000000000001,0.0,0.0,0.0,1366.1505897000002
sc01,01-19 07:00:00+01:00,0.0,1708.1521883,700.0000000000001,0.0,0.0,0.0,1362.1888116999999
sc01,01-19 08:00:00+01:00,0.0,1780.0,700.0000000000001,115.2165456339996,22.826121666,0.0,1335.6303327
sc01,01-19 09:00:00+01:00,0.0,1548.8724427,700.0000000000001,0.0,416.21466499999997,0.0,1367.9628923
sc01,01-19 10:00:00+01:00,0.0,986.6866050000006,700.0000000000001,0.0,975.0318549,0.0,1375.0935401000002
sc01,01-19 11:00:00+01:00,0.0,585.9879893,700.0000000000001,0.0,1224.2919001999999,0.0,1473.0971104999999
sc01,01-19 12:00:00+01:00,0.0,328.1997190000001,700.0000000000001,0.0,1247.705876,0.0,1600.172405
sc01,01-19 13:00:00+01:00,0.0,240.0,700.0000000000001,0.0,1202.5174662,0.0,1656.3384428
sc01,01-19 14:00:00+01:00,0.0,240.0,700.0000000000001,0.0,1052.3242063,0.0,1729.6340964
sc01,01-19 15:00:00+01:00,0.0,377.13218149999983,700.0000000000001,0.0,828.1476318,0.0,1812.1481867
sc01,01-19 16:00:00+01:00,0.0,795.4672699000002,700.0000000000001,0.0,497.71019820000004,0.0,1842.9395319
sc01,01-19 17:00:00+01:00,0.0,1325.5713999199995,700.0000000000001,0.0,158.83976148,0.0,1861.3288386
sc01,01-19 18:00:00+01:00,0.0,1560.0,700.0000000000001,33.67056280399988,6.268955796,0.0,1900.8024814000003
sc01,01-19 19:00:00+01:00,0.0,1486.3095884999996,700.0000000000001,0.0,0.0,0.0,1963.1394115000003
sc01,01-19 20:00:00+01:00,0.0,1190.5903585000003,700.0000000000001,0.0,0.0,0.0,1922.3866415
sc01,01-19 21:00:00+01:00,0.0,857.2381931000001,700.0000000000001,0.0,0.0,0.0,1824.5138069
sc01,01-19 22:00:00+01:00,0.0,720.8400551000002,700.0000000000001,0.0,0.0,0.0,1784.0819449
sc01,01-19 23:00:00+01:00,0.0,222.05189200000032,700.0000000000001,0.0,0.0,0.0,1706.9311079999998
sc02,01-13 00:00:00+01:00,0.0,1190.1055904999998,700.0000000000001,0.0,0.0,0.0,649.9094095
sc02,01-13 01:00:00+01:00,0.0,1060.0,700.0000000000001,0.0,0.0,0.0,684.8685599
sc02,01-13 02:00:00+01:00,0.0,901.2939374378295,700.0000000000001,0.0,0.0,0.0,704.262858
sc02,01-13 03:00:00+01:00,0.0,880.0,700.0000000000001,0.0,0.0,0.0,723.3492817
